file,title,meta_description_length,canonical,h1_count,image_count,missing_alt,missing_loading
index.html,Churchill Memorials — Desktop Rebuild Prototype,172,https://churchillmemorials.co.uk/,15,23,0,0
product/willow-heart/index.html,Willow Heart | Churchill Memorials,149,https://churchillmemorials.co.uk/product/willow-heart/,1,3,0,0
product/faith-heart/index.html,Faith Heart | Churchill Memorials,148,https://churchillmemorials.co.uk/product/faith-heart/,1,3,0,0
product/ruby-heart/index.html,Ruby Heart | Churchill Memorials,147,https://churchillmemorials.co.uk/product/ruby-heart/,1,3,0,0
product/memory-heart/index.html,Memory Heart | Churchill Memorials,149,https://churchillmemorials.co.uk/product/memory-heart/,1,2,0,0
product/quiet-heart/index.html,Quiet Heart | Churchill Memorials,148,https://churchillmemorials.co.uk/product/quiet-heart/,1,3,0,0
product/grace-heart/index.html,Grace Heart | Churchill Memorials,148,https://churchillmemorials.co.uk/product/grace-heart/,1,3,0,0
product/true-heart/index.html,True Heart | Churchill Memorials,153,https://churchillmemorials.co.uk/product/true-heart/,1,1,0,0
product/soft-heart/index.html,Soft Heart | Churchill Memorials,153,https://churchillmemorials.co.uk/product/soft-heart/,1,1,0,0
product/quiet-light/index.html,Quiet Light | Churchill Memorials,148,https://churchillmemorials.co.uk/product/quiet-light/,1,1,0,0
product/gentle-light/index.html,Gentle Light | Churchill Memorials,149,https://churchillmemorials.co.uk/product/gentle-light/,1,1,0,0
product/memory-light/index.html,Memory Light | Churchill Memorials,154,https://churchillmemorials.co.uk/product/memory-light/,1,1,0,0
product/peace-light/index.html,Peace Light | Churchill Memorials,157,https://churchillmemorials.co.uk/product/peace-light/,1,1,0,0
product/grace-light/index.html,Grace Light | Churchill Memorials,157,https://churchillmemorials.co.uk/product/grace-light/,1,2,0,0
product/still-light/index.html,Still Light | Churchill Memorials,157,https://churchillmemorials.co.uk/product/still-light/,1,3,0,0
product/forever-light/index.html,Forever Light | Churchill Memorials,155,https://churchillmemorials.co.uk/product/forever-light/,1,3,0,0
product/golden-light/index.html,Golden Light | Churchill Memorials,154,https://churchillmemorials.co.uk/product/golden-light/,1,3,0,0
product/silver-light/index.html,Silver Light | Churchill Memorials,154,https://churchillmemorials.co.uk/product/silver-light/,1,2,0,0
product/hope-light/index.html,Hope Light | Churchill Memorials,156,https://churchillmemorials.co.uk/product/hope-light/,1,2,0,0
product/orchid-grace/index.html,Orchid Grace | Churchill Memorials,154,https://churchillmemorials.co.uk/product/orchid-grace/,1,2,0,0
product/family-light/index.html,Family Light | Churchill Memorials,154,https://churchillmemorials.co.uk/product/family-light/,1,2,0,0
